Price,Address,Description,Bed_Bath,Lease_Type,Room_Info,Gender,Scraped_At
Fall 4 Month 1 Room (of 4)Male Only,,,,Fall 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:49
$730 / Month,"268 Phillip St, Waterloo",,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:49
Winter 4 Month 1 Room (of 4)Male Only,,,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:49
$938 / Month,"203 Lester St, Waterloo",203 Lester rooms available. 5 minute walk from ...,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:49
Spring 4 Month 2 Rooms (of 5)Male Only,,,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:49
$1084 / Month,"258B Sunview St, Waterloo",1 room at sunview,,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:00:49
Winter 4 Month 1 Room (of 3)Female Only,,,,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:00:49
$750 / Month,"21 Bricker Ave, Waterloo",1 of 4 Bedrooms + 2Bath,4 Bed 2 Bath,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 19:00:49
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 19:00:49
$945 / Month,"203 Lester St, Waterloo",1-2 Bedroom very close to UW/WLU | Summer Sublet ...,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:49
Spring 4 Month 2 Rooms (of 5)Male Only,,,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:49
$1150 / Month,"86 University Ave W, Waterloo",1 Bed and Bath in a 4 Bed 4 Bath Apartment,1 Bed 4 Bath,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
$950 / Month,"8 Hickory St W, Waterloo",,,Winter 8 Month,1 of 5 rooms,Coed,2025-08-02 19:00:49
Winter 8 Month 1 Room (of 5)Coed,,,,Winter 8 Month,1 of 5 rooms,Coed,2025-08-02 19:00:49
$909 / Month,,"5 Cardill Crescent, Waterloo",,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
$1180 / Month,"181 Lester St, Waterloo","1 bedroom in Lester Apartment , Near UW & Laurier ...",,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
$699 / Month,"81 Columbia St W, Waterloo",Winter Lease1 Room (of 5)Coed,5 Bed 2 Bath,Winter Lease,1 of 5 rooms,Coed,2025-08-02 19:00:49
$800 / Month,"203 Lester St, Waterloo","1 bedroom in a 5-bed, 2-bath unit available for ...",,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:49
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:49
$750 / Month,,"Keats Way, Waterloo",4 Bed 5 Bath,Winter 4 Month,2 of 4 rooms,Coed,2025-08-02 19:00:49
Winter 4 Month 2 Rooms (of 4)Coed,,,,Winter 4 Month,2 of 4 rooms,Coed,2025-08-02 19:00:49
$800 / Month,"1 Columbia St W, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
$700 / Month,"195 Erb St. W, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
$750 / Month,"280 Phillip St, Waterloo",1 Bedroom Fenwick WCRI,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:49
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:49
$800 / Month,"86 Seagram Dr, Waterloo","86 Seagram Dr, Waterloo",,Winter 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:49
Winter 4 Month 2 Rooms (of 5)Female Only,,,,Winter 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:49
$850 / Month,"86 McDougall Rd, Waterloo","86 McDougall Rd, Waterloo",,Winter 4 Month,3 of 5 rooms,Coed,2025-08-02 19:00:49
Winter 4 Month 3 Rooms (of 5)Coed,,,,Winter 4 Month,3 of 5 rooms,Coed,2025-08-02 19:00:49
$890 / Month,"203 Lester St, Waterloo",Winter Apartment Sublet close to UW/WLU,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:49
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:49
$800 / Month,"66 Albert St, Waterloo","Cozy Room: Furniture, Hydro, Parking Included ...",,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:49
$1150 / Month,"345 King St N, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:53
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:53
$1100 / Month,"145 Columbia St W, Waterloo","Society 145, 1 bed",,Winter 8 Month,1 of 2 rooms,Male Only,2025-08-02 19:00:53
Winter 8 Month 1 Room (of 2)Female Only,,,,Winter 8 Month,1 of 2 rooms,Male Only,2025-08-02 19:00:53
$917 / Month,"280 Phillip St, Waterloo",,1 Bed 1 Bath,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:00:53
Winter 4 Month 1 Room (of 3)Female Only,,,,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:00:53
$1195 / Month,"145 Columbia St W, Waterloo",3 bedroom Society 145 Apartment,,Winter 4 Month,2 of 3 rooms,Coed,2025-08-02 19:00:53
Winter 4 Month 2 Rooms (of 3)Coed,,,,Winter 4 Month,2 of 3 rooms,Coed,2025-08-02 19:00:53
$700 / Month,,"76 Elgin Crescent, Waterloo",,Winter 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:53
Winter 4 Month 2 Rooms (of 5)Male Only,,,,Winter 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:53
$799 / Month,"191 Erb St. W, Waterloo",1 or 2 Bedrooms available Winter 2025,,Winter 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:53
Winter 4 Month 2 Rooms (of 5)Male Only,,,,Winter 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:53
$670 / Month,"390 Hazel St, Waterloo","1 room available for W25-S25, Hazel st.",,Winter 8 Month,1 of 6 rooms,Coed,2025-08-02 19:00:53
Winter 8 Month 1 Room (of 6)Coed,,,,Winter 8 Month,1 of 6 rooms,Coed,2025-08-02 19:00:53
$1160 / Month,,"Bridgeport House, Regina St N, Waterloo",,Winter 4 Month,4 of 4 rooms,Male Only,2025-08-02 19:00:54
Winter 4 Month 4 Rooms (of 4)Female Only,,,,Winter 4 Month,4 of 4 rooms,Male Only,2025-08-02 19:00:54
$970 / Month,"75 Columbia St W, Waterloo",Private room ensuite bathroom near University ...,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:54
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:54
$725 / Month,"360 Erb St. W, Waterloo","Spacious 5 bedroom townhouse, great location",,Winter 4 Month,3 of 5 rooms,Coed,2025-08-02 19:00:54
Winter 4 Month 3 Rooms (of 5)Coed,,,,Winter 4 Month,3 of 5 rooms,Coed,2025-08-02 19:00:54
$700 / Month,"250 Phillip St, Waterloo",1 Bedroom in 4 Bedroom Apartment in Elora House ...,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 19:00:54
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 19:00:54
$905 / Month,"21 Columbia St W, Waterloo",Apartment Near UW( En-suite bathroom),,Winter Lease,1 of 5 rooms,Male Only,2025-08-02 19:00:54
$995 / Month,"69 Columbia St W, Waterloo",,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 19:00:54
Spring 4 Month 2 Rooms (of 2)Coed,,,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 19:00:54
$725 / Month,"333 Lester St, Waterloo",5 Bedroom 2 Bathroom Apartment,5 Bed 2 Bath,Spring 4 Month,4 of 5 rooms,Male Only,2025-08-02 19:00:54
Spring 4 Month 4 Rooms (of 5)Female Only,,,,Spring 4 Month,4 of 5 rooms,Male Only,2025-08-02 19:00:54
$2300 / Month,"131 University Ave W, Waterloo",2 bed 1 bath at 131 uni ave for winter term,2 Bed 1 Bath,Winter 4 Month,2 of 2 rooms,Coed,2025-08-02 19:00:54
Winter 4 Month 2 Rooms (of 2)Coed,,,,Winter 4 Month,2 of 2 rooms,Coed,2025-08-02 19:00:54
$800 / Month,"251 Lester St, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
$600 / Month,"85 Seagram Dr, Waterloo","85 Seagram Dr, Waterloo",,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
$860 / Month,"208 Sunview St, Waterloo",4 Bed in Spacious Unit | 5 mins from UW + WLU,,Winter 4 Month,3 of 5 rooms,Male Only,2025-08-02 19:00:54
Winter 4 Month 3 Rooms (of 5)Female Only,,,,Winter 4 Month,3 of 5 rooms,Male Only,2025-08-02 19:00:54
$1175 / Month,"295 Lester St, Waterloo",Spacious Bedroom with private bathroom - 295 Lester ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
$850 / Month,"145 Columbia St W, Waterloo",Subletting Opportunity – Spring 2025 Term at Society ...,,Spring 4 Month,1 of 2 rooms,Coed,2025-08-02 19:00:54
Spring 4 Month 1 Room (of 2)Coed,,,,Spring 4 Month,1 of 2 rooms,Coed,2025-08-02 19:00:54
$700 / Month,"325A Lester St, Waterloo",,5 Bed 2 Bath,Winter 4 Month,2 of 5 rooms,Coed,2025-08-02 19:00:54
Winter 4 Month 2 Rooms (of 5)Coed,,,,Winter 4 Month,2 of 5 rooms,Coed,2025-08-02 19:00:54
$950 / Month,,"463 Midwood Crescent, Waterloo",,Winter 4 Month,1 of 1 rooms,Male Only,2025-08-02 19:00:54
Winter 4 Month 1 Room (of 1)Female Only,,,,Winter 4 Month,1 of 1 rooms,Male Only,2025-08-02 19:00:54
$785 / Month,"273 Lester St, Waterloo",Double-Window Corner Room on Lester,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
$1075 / Month,"259 Sunview St, Waterloo",1 bed in a 2 bed unit,,Winter 8 Month,1 of 2 rooms,Male Only,2025-08-02 19:00:54
Winter 8 Month 1 Room (of 2)Female Only,,,,Winter 8 Month,1 of 2 rooms,Male Only,2025-08-02 19:00:54
$2300 / Month,"280 Lester St, Waterloo",Spacious full unit Winter 2025 Sublet,,Winter 4 Month,2 of 2 rooms,Male Only,2025-08-02 19:00:54
Winter 4 Month 2 Rooms (of 2)Female Only,,,,Winter 4 Month,2 of 2 rooms,Male Only,2025-08-02 19:00:54
$1950 / Month,"256 Lester St #1206, Waterloo",256 lester street-waterloo.Sublease from jan 2025-aug ...,,Spring Lease,2 of 2 rooms,Coed,2025-08-02 19:00:54
$1050 / Month,"Preston House, 315 King St N, Waterloo",Spacious Private Room in Preston House,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:54
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:54
$810 / Month,"134 Columbia St W unit 9, Waterloo",,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
Winter 8 Month 1 Room (of 5)Female Only,,,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
$900 / Month,"134 Columbia St W, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:54
$700 / Month,"711 Paris Blvd, Waterloo","711 Paris Blvd, Waterloo",,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:54
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:54
$825 / Month,"185 King St N, Waterloo",1 Room and 1 Bathroom in Apartment (2 available) ...,,Spring Lease,2 of 5 rooms,Male Only,2025-08-02 19:00:58
$850 / Month,"49 Columbia St W, Waterloo",,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:58
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:58
$748 / Month,"333 Lester St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:58
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:58
$600 / Month,"271 Lester St, Waterloo",Bedroom in 271 Lester,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:58
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:58
$691.87 / Month,"12 Weber St N, Waterloo",Sublet for Students (UW or Laurier),,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:00:58
Winter 4 Month 1 Room (of 3)Male Only,,,,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:00:58
$900 / Month,,"314 Breezewood Crescent, Waterloo",,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:00:59
Winter 4 Month 1 Room (of 3)Female Only,,,,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:00:59
$500 / Month,"80 Dorset St, Waterloo",,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:59
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:59
$715 / Month,"268 Phillip St, Waterloo",4-bed(but only 2 other people reside),,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:59
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:59
$700 / Month,"27 Bricker Ave, Waterloo",Ensuite Apartment Summer Sublet - May - August ...,,Spring 4 Month,2 of 3 rooms,Coed,2025-08-02 19:00:59
Spring 4 Month 2 Rooms (of 3)Coed,,,,Spring 4 Month,2 of 3 rooms,Coed,2025-08-02 19:00:59
$950 / Month,,"463 Midwood Crescent, Waterloo",,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:59
Winter 4 Month 1 Room (of 4)Female Only,,,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:59
$725 / Month,"54 Smallwood Dr, Waterloo","54 Smallwood Dr, Waterloo",,Winter 8 Month,1 of 1 rooms,Male Only,2025-08-02 19:00:59
Winter 8 Month 1 Room (of 1)Male Only,,,,Winter 8 Month,1 of 1 rooms,Male Only,2025-08-02 19:00:59
$1000 / Month,"181 Lester St, Waterloo",,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:59
Spring 4 Month 2 Rooms (of 5)Female Only,,,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:59
$695 / Month,"250 Keats Way, Waterloo","250 Keats Way, Waterloo",4 Bed 5 Bath,Spring 4 Month,2 of 4 rooms,Male Only,2025-08-02 19:00:59
Spring 4 Month 2 Rooms (of 4)Female Only,,,,Spring 4 Month,2 of 4 rooms,Male Only,2025-08-02 19:00:59
$600 / Month,,"271 Westcourt Pl, Waterloo",,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:59
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:59
$700 / Month,,"173 Briarcliffe Crescent, Waterloo",,Winter 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:59
Winter 4 Month 2 Rooms (of 5)Female Only,,,,Winter 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:00:59
$950 / Month,"105 Westmount Rd N, Waterloo","105 Westmount Rd N, Waterloo",,Spring 4 Month,2 of 4 rooms,Coed,2025-08-02 19:00:59
Spring 4 Month 2 Rooms (of 4)Coed,,,,Spring 4 Month,2 of 4 rooms,Coed,2025-08-02 19:00:59
$750 / Month,,"271 Westcourt Pl, Waterloo",,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:59
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:00:59
$900 / Month,"173 King St N, Waterloo",1 bedroom in a 4 bedroom apartment,,Winter 8 Month,1 of 4 rooms,Coed,2025-08-02 19:00:59
Winter 8 Month 1 Room (of 4)Coed,,,,Winter 8 Month,1 of 4 rooms,Coed,2025-08-02 19:00:59
$1300 / Month,"108 Garment St, Kitchener",Sublet: 1Bed 1Bath (ensuite) in a 2Bed 2bath ...,1 Bed 1 Bath,Winter 8 Month,1 of 2 rooms,Coed,2025-08-02 19:00:59
Winter 8 Month 1 Room (of 2)Coed,,,,Winter 8 Month,1 of 2 rooms,Coed,2025-08-02 19:00:59
$1050 / Month,"239 Albert St, Waterloo",1 bedroom for rent in 2B1B,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:00:59
Winter 4 Month 1 Room (of 2)Male Only,,,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:00:59
$850 / Month,"145 Columbia St W, Waterloo",Society 145,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:00:59
Spring 4 Month 1 Room (of 2)Male Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:00:59
$600 / Month,"8 Hickory St W, Waterloo",1 bed/bath Spring 2025 sublet available,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:59
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:59
$699 / Month,"316 King St N, Waterloo",JAN 2025 to AUG 2025 - Female Only,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:59
Winter 8 Month 1 Room (of 5)Female Only,,,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:59
$1250 / Month,"252 Phillip St, Waterloo",W25 1 Bedroom at Hespeler House,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:59
Winter 4 Month 1 Room (of 4)Female Only,,,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:00:59
$900 / Month,"181 Lester St, Waterloo",Aesthetic and Large 1 Bedroom part of 5 man suite ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:59
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:59
$850 / Month,"203 Lester St, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:59
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:00:59
$498 / Month,"280 Phillip St, Waterloo",Fall Lease4 Rooms (of 4)Coed,,Fall Lease,4 of 4 rooms,Coed,2025-08-02 19:00:59
$450 / Month,"12 Weber St N, Waterloo",1 Bedroom Sublet Spring 2025,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 19:00:59
Spring 4 Month 1 Room (of 3)Coed,,,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 19:00:59
$735 / Month,"321 Lester St, Waterloo",,,Spring 4 Month,3 of 5 rooms,Male Only,2025-08-02 19:00:59
Spring 4 Month 3 Rooms (of 5)Female Only,,,,Spring 4 Month,3 of 5 rooms,Male Only,2025-08-02 19:01:00
$750 / Month,"188 King St N, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:00
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:00
$900 / Month,"251 Lester St, Waterloo",Spacious 1 bedroom in 5 bed 2 bath apartment,1 Bed 2 Bath,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$749 / Month,"188 King St N, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$1300 / Month,"252 Phillip St, Waterloo",,1 Bed 1 Bath,Winter 4 Month,1 of 4 rooms,Coed,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 4)Coed,,,,Winter 4 Month,1 of 4 rooms,Coed,2025-08-02 19:01:04
$899 / Month,"203 Lester St, Waterloo",1-3 Bedroom very close to UW/WLU | Winter Sublet ...,,Winter 4 Month,3 of 5 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 3 Rooms (of 5)Male Only,,,,Winter 4 Month,3 of 5 rooms,Male Only,2025-08-02 19:01:04
$2400 / Month,"275 Larch St, Waterloo",Furnished 2B2BB Apartment steps away from UW and ...,,Fall Lease,2 of 2 rooms,Coed,2025-08-02 19:01:04
$1200 / Month,"275 Larch St, Waterloo",Furnished Apartment steps away from UW and Laurier ...,,Spring Lease,1 of 1 rooms,Coed,2025-08-02 19:01:04
$750 / Month,"121 University Ave E, Waterloo",Affordable Spacious 1 room in a 5 room townhouse ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$1200 / Month,"252 Phillip St, Waterloo",1 Bedroom + ensuite bathroom,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$850 / Month,"181 Lester St, Waterloo",Up to 3br @ 181 Lester for Summer (May-Aug) 2025 ...,,Spring 4 Month,3 of 5 rooms,Male Only,2025-08-02 19:01:04
Spring 4 Month 3 Rooms (of 5)Male Only,,,,Spring 4 Month,3 of 5 rooms,Male Only,2025-08-02 19:01:04
$560 / Month,"322 Lester St, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$1600 / Month,"280 Phillip St, Waterloo",1 Bedroom Apartment WCRI Fenwick,,Winter 4 Month,1 of 1 rooms,Coed,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 1)Coed,,,,Winter 4 Month,1 of 1 rooms,Coed,2025-08-02 19:01:04
$1150 / Month,"145 Columbia St W, Waterloo",Lease takeover in Society,,Spring Lease,1 of 2 rooms,Male Only,2025-08-02 19:01:04
$1155 / Month,"167 King St N, Waterloo",Winter Lease1 Room (of 5)Coed,,Winter Lease,1 of 5 rooms,Coed,2025-08-02 19:01:04
$800 / Month,,"Wild Ginger Ave, Waterloo",3 Bed 5 Bath,Winter 4 Month,3 of 3 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 3 Rooms (of 3)Female Only,,,,Winter 4 Month,3 of 3 rooms,Male Only,2025-08-02 19:01:04
$850 / Month,"45 Columbia St W, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$850 / Month,"203 Lester St, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$1050 / Month,"181 Lester St, Waterloo",181 Lester | 1 Bedroom available,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$945 / Month,"49 Columbia St W, Waterloo",Ensuite available in a 5 bed 5 bath apartment,5 Bed 5 Bath,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:04
$1100 / Month,"49 Columbia St W, Waterloo","1 Bed, 1 Bath Room near UW, Laurier, & Conestoga ...",1 Bed 1 Bath,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:04
$950 / Month,"290 Thorncrest Dr, Waterloo","290 Thorncrest Dr, Waterloo",,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 4)Female Only,,,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:04
$665 / Month,"360 Erb St. W, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$1050 / Month,"181 Lester St, Waterloo","1 Bedroom for Lease for Winter, Close to both ...",,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$795 / Month,"121 University Ave E, Waterloo",JANUARY 2025 TO APRIL 2025 SUBLET:,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$800 / Month,,"Bridgeport House, Regina St N, Waterloo",,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:04
$960 / Month,"208 Sunview St, Waterloo",Spacious 1 bedroom for sublet - Rent is negotiable ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:05
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:05
$880 / Month,"325 Lester St, Waterloo",,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:05
